ID,Date_Time,Year,Month,Mdate,Day,Time,Sensor_ID,Sensor_Name,Hourly_Counts
3450323,12/10/2020 11:00:00 PM,2020,December,10,Thursday,23,47,Melbourne Central-Elizabeth St (East),184
3450324,12/10/2020 11:00:00 PM,2020,December,10,Thursday,23,48,QVM-Queen St (East),51
3450325,12/10/2020 11:00:00 PM,2020,December,10,Thursday,23,49,QVM-Therry St (South),66
3450326,12/10/2020 11:00:00 PM,2020,December,10,Thursday,23,50,Faraday St-Lygon St (West),46
3450327,12/10/2020 11:00:00 PM,2020,December,10,Thursday,23,51,QVM-Franklin St (North),23
3450328,12/10/2020 11:00:00 PM,2020,December,10,Thursday,23,52,Elizabeth St-Lonsdale St (South),57
3450330,12/10/2020 11:00:00 PM,2020,December,10,Thursday,23,55,Elizabeth St-La Trobe St (East),316
3450331,12/10/2020 11:00:00 PM,2020,December,10,Thursday,23,56,Lonsdale St - Elizabeth St (North),56
3450332,12/10/2020 11:00:00 PM,2020,December,10,Thursday,23,57,Bourke St Bridge,25
3450333,12/10/2020 11:00:00 PM,2020,December,10,Thursday,23,58,Bourke St - Spencer St (North),145
3450334,12/10/2020 11:00:00 PM,2020,December,10,Thursday,23,59,Swanston St - RMIT Building 80,55
3450335,12/10/2020 11:00:00 PM,2020,December,10,Thursday,23,61,Swanston St - RMIT Building 14,84
3450336,12/10/2020 11:00:00 PM,2020,December,10,Thursday,23,62,La Trobe St (North),82
3450337,12/10/2020 11:00:00 PM,2020,December,10,Thursday,23,63,231 Bourke St,177
3450338,12/10/2020 11:00:00 PM,2020,December,10,Thursday,23,64,Royal Pde-Grattan St,13
3450339,12/10/2020 11:00:00 PM,2020,December,10,Thursday,23,65,Swanston St - City Square,167
3450340,12/10/2020 11:00:00 PM,2020,December,10,Thursday,23,66,State Library-New,188
3450341,12/10/2020 11:00:00 PM,2020,December,10,Thursday,23,67,Flinders Ln -Degraves St (South),12
3450342,12/10/2020 11:00:00 PM,2020,December,10,Thursday,23,68,Flinders Ln -Degraves St (North),0
3450343,12/10/2020 11:00:00 PM,2020,December,10,Thursday,23,69,Flinders Ln -Degraves St (Crossing),0
3450345,12/10/2020 11:00:00 PM,2020,December,10,Thursday,23,71,Westwood Place,9
3450346,12/10/2020 11:00:00 PM,2020,December,10,Thursday,23,73,Bourke St - Spencer St (South),24
3450347,12/11/2020 12:00:00 AM,2020,December,11,Friday,0,4,Town Hall (West),121
3450348,12/11/2020 12:00:00 AM,2020,December,11,Friday,0,17,Collins Place (South),33
3450349,12/11/2020 12:00:00 AM,2020,December,11,Friday,0,18,Collins Place (North),20
3450350,12/11/2020 12:00:00 AM,2020,December,11,Friday,0,53,Collins St (North),26
3450351,12/11/2020 12:00:00 AM,2020,December,11,Friday,0,2,Bourke Street Mall (South),49
3450352,12/11/2020 12:00:00 AM,2020,December,11,Friday,0,1,Bourke Street Mall (North),72
3450353,12/11/2020 12:00:00 AM,2020,December,11,Friday,0,9,Southern Cross Station,7
3450354,12/11/2020 12:00:00 AM,2020,December,11,Friday,0,10,Victoria Point,8
3450355,12/11/2020 12:00:00 AM,2020,December,11,Friday,0,12,New Quay,29
3450356,12/11/2020 12:00:00 AM,2020,December,11,Friday,0,11,Waterfront City,10
3450357,12/11/2020 12:00:00 AM,2020,December,11,Friday,0,8,Webb Bridge,11
3450358,12/11/2020 12:00:00 AM,2020,December,11,Friday,0,7,Birrarung Marr,0
3450359,12/11/2020 12:00:00 AM,2020,December,11,Friday,0,5,Princes Bridge,264
3450360,12/11/2020 12:00:00 AM,2020,December,11,Friday,0,6,Flinders Street Station Underpass,226
3450362,12/11/2020 12:00:00 AM,2020,December,11,Friday,0,26,QV Market-Elizabeth St (West),59
3450363,12/11/2020 12:00:00 AM,2020,December,11,Friday,0,24,Spencer St-Collins St (North),59
3450364,12/11/2020 12:00:00 AM,2020,December,11,Friday,0,23,Spencer St-Collins St (South),35
3450367,12/11/2020 12:00:00 AM,2020,December,11,Friday,0,20,Chinatown-Lt Bourke St (South),170
3450368,12/11/2020 12:00:00 AM,2020,December,11,Friday,0,19,Chinatown-Swanston St (North),128
3450369,12/11/2020 12:00:00 AM,2020,December,11,Friday,0,22,Flinders St-Elizabeth St (East),370
3450370,12/11/2020 12:00:00 AM,2020,December,11,Friday,0,27,QV Market-Peel St,18
3450371,12/11/2020 12:00:00 AM,2020,December,11,Friday,0,28,The Arts Centre,42
3450372,12/11/2020 12:00:00 AM,2020,December,11,Friday,0,31,Lygon St (West),37
3450373,12/11/2020 12:00:00 AM,2020,December,11,Friday,0,30,Lonsdale St (South),170
3450374,12/11/2020 12:00:00 AM,2020,December,11,Friday,0,34,Flinders St-Spark La,10
3450375,12/11/2020 12:00:00 AM,2020,December,11,Friday,0,39,Alfred Place,4
3450376,12/11/2020 12:00:00 AM,2020,December,11,Friday,0,37,Lygon St (East),40
3450377,12/11/2020 12:00:00 AM,2020,December,11,Friday,0,40,Lonsdale St-Spring St (West),22
3450378,12/11/2020 12:00:00 AM,2020,December,11,Friday,0,36,Queen St (West),30
3450379,12/11/2020 12:00:00 AM,2020,December,11,Friday,0,29,St Kilda Rd-Alexandra Gardens,6
3450380,12/11/2020 12:00:00 AM,2020,December,11,Friday,0,42,Grattan St-Swanston St (West),7
3450381,12/11/2020 12:00:00 AM,2020,December,11,Friday,0,43,Monash Rd-Swanston St (West),2
3450382,12/11/2020 12:00:00 AM,2020,December,11,Friday,0,44,Tin Alley-Swanston St (West),2
